Ensembl Gene ID	Ensembl Transcript ID	Ensembl Protein ID	FlyBase cgid gene	FlyBase cgid transcript	FlyBase cgid protein
FBgn0037138	FBtr0078446	FBpp0078100	CG7145	CG7145-RB	CG7145-PB
FBgn0037138	FBtr0078447	FBpp0078101	CG7145	CG7145-RD	CG7145-PD
FBgn0037138	FBtr0078445	FBpp0078099	CG7145	CG7145-RA	CG7145-PA
FBgn0037139	FBtr0078444	FBpp0078098	CG14563	CG14563-RA	CG14563-PA
FBgn0014362	FBtr0078469	FBpp0078123	CG7437	CG7437-RB	CG7437-PB
FBgn0014362	FBtr0111017	FBpp0110316	CG7437	CG7437-RD	CG7437-PD
FBgn0014362	FBtr0078468	FBpp0078122	CG7437	CG7437-RA	CG7437-PA
FBgn0014362	FBtr0078470	FBpp0089422	CG7437	CG7437-RC	CG7437-PC
FBgn0037140	FBtr0078471	FBpp0078124	CG7442	CG7442-RA	CG7442-PA
FBgn0037141	FBtr0078489	FBpp0078142	CG7143	CG7143-RA	CG7143-PA
FBgn0037142	FBtr0078472	FBpp0078125	CG14562	CG14562-RA	CG14562-PA
FBgn0037143	FBtr0078473	FBpp0078126	CG7448	CG7448-RA	CG7448-PA
FBgn0037143	FBtr0078474	FBpp0078127	CG7448	CG7448-RB	CG7448-PB
FBgn0037144	FBtr0078475	FBpp0078128	CG7458	CG7458-RA	CG7458-PA
FBgn0029091	FBtr0078476	FBpp0078129	CG7464	CG7464-RA	CG7464-PA
FBgn0029091	FBtr0114557	FBpp0113049	CG7464	CG7464-RB	CG7464-PB
FBgn0037146	FBtr0078477	FBpp0078130	CG7470	CG7470-RA	CG7470-PA
FBgn0000045	FBtr0078478	FBpp0078131	CG7478	CG7478-RA	CG7478-PA
FBgn0037147	FBtr0114546	FBpp0113038	CG7140	CG7140-RB	CG7140-PB
FBgn0004514	FBtr0078479	FBpp0078132	CG7485	CG7485-RA	CG7485-PA
FBgn0037149	FBtr0078480	FBpp0078133	CG14561	CG14561-RA	CG14561-PA
FBgn0027532	FBtr0078487	FBpp0078140	CG7139	CG7139-RB	CG7139-PB
FBgn0027532	FBtr0078486	FBpp0078139	CG7139	CG7139-RA	CG7139-PA
FBgn0037150	FBtr0078485	FBpp0078138	CG7133	CG7133-RA	CG7133-PA
FBgn0037151	FBtr0078484	FBpp0078137	CG7130	CG7130-RA	CG7130-PA
FBgn0000100	FBtr0078481	FBpp0078134	CG7490	CG7490-RA	CG7490-PA
FBgn0004414	FBtr0078482	FBpp0078135	CG14560	CG14560-RA	CG14560-PA
FBgn0037153	FBtr0089664	FBpp0088606	CG12673	CG12673-RA	CG12673-PA
FBgn0037152	FBtr0078483	FBpp0078136	CG15374	CG15374-RA	CG15374-PA
FBgn0028500	FBtr0078512	FBpp0078164	CG9063	CG9063-RA	CG9063-PA
FBgn0015075	FBtr0078492	FBpp0078144	CG9054	CG9054-RA	CG9054-PA
FBgn0037156	FBtr0078511	FBpp0078163	CG11523	CG11523-RA	CG11523-PA
FBgn0004179	FBtr0078495	FBpp0078147	CG6395	CG6395-RC	CG6395-PC
FBgn0004179	FBtr0078493	FBpp0078145	CG6395	CG6395-RA	CG6395-PA
FBgn0004179	FBtr0078494	FBpp0078146	CG6395	CG6395-RB	CG6395-PB
FBgn0025702	FBtr0112914	FBpp0111827	CG11489	CG11489-RD	CG11489-PD
FBgn0025702	FBtr0078496	FBpp0078148	CG11489	CG11489-RB	CG11489-PB
FBgn0011771	FBtr0078510	FBpp0078162	CG5837	CG5837-RA	CG5837-PA
FBgn0027086	FBtr0078500	FBpp0078152	CG11471	CG11471-RD	CG11471-PD
FBgn0027086	FBtr0078499	FBpp0078151	CG11471	CG11471-RC	CG11471-PC
FBgn0027086	FBtr0078498	FBpp0078150	CG11471	CG11471-RA	CG11471-PA
FBgn0004449	FBtr0078509	FBpp0078161	CG5723	CG5723-RB	CG5723-PB
FBgn0004449	FBtr0112842	FBpp0111755	CG5723	CG5723-RC	CG5723-PC
FBgn0052450	FBtr0078501	FBpp0078153	CG32450	CG32450-RA	CG32450-PA
FBgn0037162	FBtr0078503	FBpp0078155	CG11449	CG11449-RA	CG11449-PA
FBgn0037163	FBtr0078508	FBpp0078160	CG11440	CG11440-RA	CG11440-PA
FBgn0037164	FBtr0078504	FBpp0078156	CG11438	CG11438-RA	CG11438-PA
FBgn0037165	FBtr0078505	FBpp0078157	CG11437	CG11437-RA	CG11437-PA
FBgn0037166	FBtr0078506	FBpp0078158	CG11426	CG11426-RA	CG11426-PA
FBgn0037167	FBtr0078507	FBpp0078159	CG11425	CG11425-RA	CG11425-PA
FBgn0037168	FBtr0078545	FBpp0078197	CG12377	CG12377-RA	CG12377-PA
FBgn0037169	FBtr0078513	FBpp0078165	CG11404	CG11404-RA	CG11404-PA
FBgn0037170	FBtr0078514	FBpp0078166	CG11401	CG11401-RA	CG11401-PA
FBgn0037171	FBtr0113185	FBpp0112098	CG14459	CG14459-RB	CG14459-PB
FBgn0037172	FBtr0078515	FBpp0078167	CG6914	CG6914-RA	CG6914-PA
FBgn0053766	FBtr0091767	FBpp0091028	CG33766	CG33766-RA	CG33766-PA
FBgn0053767	FBtr0091768	FBpp0091029	CG33767	CG33767-RA	CG33767-PA
FBgn0053768	FBtr0091769	FBpp0091030	CG33768	CG33768-RA	CG33768-PA
FBgn0053769	FBtr0091770	FBpp0091031	CG33769	CG33769-RA	CG33769-PA
FBgn0053770	FBtr0091771	FBpp0091032	CG33770	CG33770-RA	CG33770-PA
FBgn0053771	FBtr0091772	FBpp0091033	CG33771	CG33771-RA	CG33771-PA
FBgn0053772	FBtr0091773	FBpp0091034	CG33772	CG33772-RA	CG33772-PA
FBgn0037174	FBtr0100669	FBpp0100135	CG14457	CG14457-RB	CG14457-PB
FBgn0037174	FBtr0078517	FBpp0078169	CG14457	CG14457-RA	CG14457-PA
FBgn0037175	FBtr0078543	FBpp0078195	CG14455	CG14455-RA	CG14455-PA
FBgn0037176	FBtr0078518	FBpp0078170	CG14456	CG14456-RA	CG14456-PA
FBgn0037177	FBtr0078542	FBpp0078194	CG14454	CG14454-RA	CG14454-PA
FBgn0037178	FBtr0078541	FBpp0078193	CG12546	CG12546-RA	CG12546-PA
FBgn0037179	FBtr0078519	FBpp0078171	CG14453	CG14453-RA	CG14453-PA
FBgn0037180	FBtr0078520	FBpp0078172	CG14452	CG14452-RA	CG14452-PA
FBgn0052453	FBtr0078521	FBpp0078173	CG32453	CG32453-RA	CG32453-PA
FBgn0037181	FBtr0078522	FBpp0078174	CG11370	CG11370-RA	CG11370-PA
FBgn0037182	FBtr0078540	FBpp0078192	CG6838	CG6838-RB	CG6838-PB
FBgn0037182	FBtr0078539	FBpp0078191	CG6838	CG6838-RA	CG6838-PA
FBgn0037182	FBtr0113187	FBpp0112100	CG6838	CG6838-RD	CG6838-PD
FBgn0037182	FBtr0113186	FBpp0112099	CG6838	CG6838-RC	CG6838-PC
FBgn0052452	FBtr0078524	FBpp0078176	CG32452	CG32452-RB	CG32452-PB
FBgn0052452	FBtr0078523	FBpp0078175	CG32452	CG32452-RA	CG32452-PA
FBgn0037183	FBtr0078538	FBpp0078190	CG14451	CG14451-RA	CG14451-PA
FBgn0016034	FBtr0089631	FBpp0088574	CG11254	CG11254-RC	CG11254-PC
FBgn0016034	FBtr0089633	FBpp0088576	CG11254	CG11254-RA	CG11254-PA
FBgn0016034	FBtr0089632	FBpp0088575	CG11254	CG11254-RB	CG11254-PB
FBgn0037184	FBtr0078537	FBpp0078189	CG14450	CG14450-RA	CG14450-PA
FBgn0037185	FBtr0078528	FBpp0078180	CG11367	CG11367-RA	CG11367-PA
FBgn0052454	FBtr0078529	FBpp0078181	CG32454	CG32454-RA	CG32454-PA
FBgn0037186	FBtr0078536	FBpp0078188	CG11241	CG11241-RA	CG11241-PA
FBgn0037186	FBtr0113188	FBpp0112101	CG11241	CG11241-RB	CG11241-PB
FBgn0010830	FBtr0078535	FBpp0078187	CG11238	CG11238-RA	CG11238-PA
FBgn0037188	FBtr0078530	FBpp0078182	CG7369	CG7369-RA	CG7369-PA
FBgn0052451	FBtr0078533	FBpp0078185	CG32451	CG32451-RB	CG32451-PB
FBgn0052451	FBtr0078531	FBpp0078183	CG32451	CG32451-RA	CG32451-PA
FBgn0052451	FBtr0113437	FBpp0112349	CG32451	CG32451-RD	CG32451-PD
FBgn0052451	FBtr0078532	FBpp0078184	CG32451	CG32451-RC	CG32451-PC
FBgn0037191	FBtr0078534	FBpp0078186	CG14448	CG14448-RA	CG14448-PA
FBgn0027339	FBtr0078582	FBpp0078231	CG11352	CG11352-RC	CG11352-PC
FBgn0027339	FBtr0100184	FBpp0099541	CG11352	CG11352-RD	CG11352-PD
FBgn0027339	FBtr0078581	FBpp0078230	CG11352	CG11352-RB	CG11352-PB
FBgn0037195	FBtr0078546	FBpp0078198	CG11226	CG11226-RA	CG11226-PA
FBgn0052462	FBtr0078579	FBpp0078229	CG32462	CG32462-RA	CG32462-PA
FBgn0052459	FBtr0078578	FBpp0078228	CG32459	CG32459-RA	CG32459-PA
FBgn0037197	FBtr0078548	FBpp0078199	CG13239	CG13239-RA	CG13239-PA
FBgn0053169	FBtr0078549	FBpp0078200	CG33169	CG33169-RA	CG33169-PA
FBgn0053169	FBtr0078550	FBpp0078201	CG33169	CG33169-RB	CG33169-PB
FBgn0053170	FBtr0089836	FBpp0088777	CG33170	CG33170-RA	CG33170-PA
FBgn0037199	FBtr0078577	FBpp0078227	CG11137	CG11137-RA	CG11137-PA
FBgn0010348	FBtr0078575	FBpp0078226	CG8385	CG8385-RC	CG8385-PC
FBgn0010348	FBtr0078573	FBpp0078224	CG8385	CG8385-RB	CG8385-PB
FBgn0010348	FBtr0078574	FBpp0078225	CG8385	CG8385-RE	CG8385-PE
FBgn0010348	FBtr0112858	FBpp0111771	CG8385	CG8385-RF	CG8385-PF
FBgn0010348	FBtr0112859	FBpp0111772	CG8385	CG8385-RG	CG8385-PG
FBgn0010348	FBtr0078571	FBpp0078222	CG8385	CG8385-RA	CG8385-PA
FBgn0010348	FBtr0078572	FBpp0078223	CG8385	CG8385-RD	CG8385-PD
FBgn0037200	FBtr0078552	FBpp0078203	CG11109	CG11109-RB	CG11109-PB
FBgn0037200	FBtr0078553	FBpp0078204	CG11109	CG11109-RA	CG11109-PA
FBgn0044324	FBtr0078570	FBpp0078221	CG10712	CG10712-RA	CG10712-PA
FBgn0044324	FBtr0078568	FBpp0078219	CG10712	CG10712-RB	CG10712-PB
FBgn0044324	FBtr0078569	FBpp0078220	CG10712	CG10712-RC	CG10712-PC
FBgn0037202	FBtr0078554	FBpp0078205	CG11115	CG11115-RA	CG11115-PA
FBgn0037203	FBtr0078555	FBpp0078206	CG11128	CG11128-RA	CG11128-PA
FBgn0037203	FBtr0078556	FBpp0078207	CG11128	CG11128-RC	CG11128-PC
FBgn0037203	FBtr0078557	FBpp0078208	CG11128	CG11128-RB	CG11128-PB
FBgn0037204	FBtr0078558	FBpp0078209	CG11131	CG11131-RA	CG11131-PA
FBgn0037205	FBtr0078559	FBpp0078210	CG11133	CG11133-RA	CG11133-PA
FBgn0037206	FBtr0078560	FBpp0078211	CG12768	CG12768-RA	CG12768-PA
FBgn0037207	FBtr0078563	FBpp0078214	CG11100	CG11100-RC	CG11100-PC
FBgn0037207	FBtr0078561	FBpp0078212	CG11100	CG11100-RB	CG11100-PB
FBgn0037207	FBtr0078562	FBpp0078213	CG11100	CG11100-RA	CG11100-PA
FBgn0052461	FBtr0078567	FBpp0078218	CG32461	CG32461-RA	CG32461-PA
FBgn0084014	FBtr0111176	FBpp0110520	CG41451	CG41451-RA	CG41451-PA
FBgn0005629	FBtr0111148	FBpp0110522	CG8779	CG8779-RB	CG8779-PB
FBgn0005629	FBtr0078565	FBpp0078216	CG8779	CG8779-RA	CG8779-PA
FBgn0084015	FBtr0111175	FBpp0110576	CG41452	CG41452-RA	CG41452-PA
FBgn0052458	FBtr0078566	FBpp0078217	CG32458	CG32458-RA	CG32458-PA
FBgn0084016	FBtr0111174	FBpp0110532	CG41453	CG41453-RA	CG41453-PA
FBgn0024733	FBtr0070047	FBpp0070046	CG17521	CG17521-RA	CG17521-PA
FBgn0024733	FBtr0070048	FBpp0070047	CG17521	CG17521-RB	CG17521-PB
FBgn0000258	FBtr0070042	FBpp0070041	CG17520	CG17520-RA	CG17520-PA
FBgn0000258	FBtr0070044	FBpp0070043	CG17520	CG17520-RC	CG17520-PC
FBgn0000258	FBtr0070043	FBpp0070042	CG17520	CG17520-RB	CG17520-PB
FBgn0053217	FBtr0070045	FBpp0070044	CG33217	CG33217-RA	CG33217-PA
FBgn0084017	FBtr0111173	FBpp0110571	CG41454	CG41454-RA	CG41454-PA
FBgn0052350	FBtr0070046	FBpp0070045	CG32350	CG32350-RA	CG32350-PA
FBgn0054031	FBtr0100086	FBpp0099442	CG34031	CG34031-RA	CG34031-PA
FBgn0037212	FBtr0113189	FBpp0112102	CG12414	CG12414-RB	CG12414-PB
FBgn0037212	FBtr0089255	FBpp0088315	CG12414	CG12414-RA	CG12414-PA
FBgn0010215	FBtr0070038	FBpp0070037	CG17947	CG17947-RA	CG17947-PA
FBgn0052230	FBtr0070041	FBpp0070040	CG32230	CG32230-RB	CG32230-PB
FBgn0052230	FBtr0070040	FBpp0070039	CG32230	CG32230-RA	CG32230-PA
FBgn0084019	FBtr0111149	FBpp0110493	CG41457	CG41457-RA	CG41457-PA
FBgn0086780	FBtr0111170	FBpp0110485	CG40300	CG40300-RA	CG40300-PA
FBgn0086780	FBtr0111171	FBpp0110492	CG40300	CG40300-RB	CG40300-PB
FBgn0086780	FBtr0111172	FBpp0110531	CG40300	CG40300-RC	CG40300-PC
FBgn0058294	FBtr0111150	FBpp0110584	CG40294	CG40294-RA	CG40294-PA
FBgn0058298	FBtr0111169	FBpp0110507	CG40298	CG40298-RA	CG40298-PA
FBgn0040056	FBtr0111168	FBpp0110496	CG17698	CG17698-RC	CG17698-PC
FBgn0040056	FBtr0111167	FBpp0110578	CG17698	CG17698-RB	CG17698-PB
FBgn0040056	FBtr0111166	FBpp0110505	CG17698	CG17698-RA	CG17698-PA
FBgn0058470	FBtr0111152	FBpp0110455	CG40470	CG40470-RA	CG40470-PA
FBgn0058397	FBtr0111151	FBpp0110539	CG40397	CG40397-RA	CG40397-PA
FBgn0058392	FBtr0111165	FBpp0110469	CG40392	CG40392-RA	CG40392-PA
FBgn0058044	FBtr0111164	FBpp0110468	CG40044	CG40044-RA	CG40044-PA
FBgn0058053	FBtr0111154	FBpp0110497	CG40053	CG40053-RA	CG40053-PA
FBgn0058045	FBtr0111163	FBpp0110481	CG40045	CG40045-RA	CG40045-PA
FBgn0011288	FBtr0111143	FBpp0110435	CG40452	CG40452-RA	CG40452-PA
FBgn0011288	FBtr0111142	FBpp0110434	CG40452	CG40452-RB	CG40452-PB
FBgn0084018	FBtr0111155	FBpp0110586	CG41456	CG41456-RA	CG41456-PA
FBgn0058402	FBtr0111156	FBpp0110441	CG40402	CG40402-RA	CG40402-PA
FBgn0069929	FBtr0111162	FBpp0110566	CG41122	CG41122-RA	CG41122-PA
FBgn0058050	FBtr0113473	FBpp0112384	CG40050	CG40050-RA	CG40050-PA
FBgn0084020	FBtr0111157	FBpp0110568	CG41458	CG41458-RA	CG41458-PA
FBgn0058057	FBtr0111158	FBpp0110480	CG40057	CG40057-RA	CG40057-PA
FBgn0058057	FBtr0111159	FBpp0110457	CG40057	CG40057-RB	CG40057-PB
FBgn0058400	FBtr0111160	FBpp0110575	CG40400	CG40400-RA	CG40400-PA
FBgn0040045	FBtr0111161	FBpp0110555	CG12460	CG12460-RA	CG12460-PA
FBgn0044510	FBtr0111146	FBpp0110438	CG40049	CG40049-RA	CG40049-PA
FBgn0044510	FBtr0111144	FBpp0110436	CG40049	CG40049-RD	CG40049-PD
FBgn0044510	FBtr0111147	FBpp0110439	CG40049	CG40049-RC	CG40049-PC
FBgn0044510	FBtr0111145	FBpp0110437	CG40049	CG40049-RB	CG40049-PB
FBgn0085641	FBtr0114085	FBpp0112808	CG41395	CG41395-RA	CG41395-PA
FBgn0058064	FBtr0113782	FBpp0112505	CG40064	CG40064-RA	CG40064-PA
FBgn0085637	FBtr0114081	FBpp0112804	CG41374	CG41374-RA	CG41374-PA
FBgn0085626	FBtr0114070	FBpp0112793	CG41344	CG41344-RA	CG41344-PA
FBgn0085627	FBtr0114071	FBpp0112794	CG41346	CG41346-RA	CG41346-PA
FBgn0028993	FBtr0113753	FBpp0112476	CG17594	CG17594-RD	CG17594-PD
FBgn0028993	FBtr0113751	FBpp0112474	CG17594	CG17594-RA	CG17594-PA
FBgn0028993	FBtr0113750	FBpp0112473	CG17594	CG17594-RB	CG17594-PB
FBgn0028993	FBtr0113752	FBpp0112475	CG17594	CG17594-RC	CG17594-PC
FBgn0058000	FBtr0113770	FBpp0112493	CG40000	CG40000-RA	CG40000-PA
FBgn0085629	FBtr0114073	FBpp0112796	CG41348	CG41348-RA	CG41348-PA
FBgn0058001	FBtr0113771	FBpp0112494	CG40001	CG40001-RB	CG40001-PB
FBgn0058001	FBtr0113772	FBpp0112495	CG40001	CG40001-RA	CG40001-PA
FBgn0085628	FBtr0114072	FBpp0112795	CG41347	CG41347-RA	CG41347-PA
FBgn0085727	FBtr0114176	FBpp0112899	CG42200	CG42200-RA	CG42200-PA
FBgn0058002	FBtr0113773	FBpp0112496	CG40002	CG40002-RA	CG40002-PA
FBgn0040022	FBtr0113869	FBpp0112592	CG40351	CG40351-RA	CG40351-PA
FBgn0040022	FBtr0113871	FBpp0112594	CG40351	CG40351-RB	CG40351-PB
FBgn0040022	FBtr0113870	FBpp0112593	CG40351	CG40351-RC	CG40351-PC
FBgn0040020	FBtr0113740	FBpp0112463	CG17397	CG17397-RA	CG17397-PA
FBgn0040020	FBtr0113739	FBpp0112462	CG17397	CG17397-RB	CG17397-PB
FBgn0085725	FBtr0114174	FBpp0112897	CG41623	CG41623-RA	CG41623-PA
FBgn0085731	FBtr0114180	FBpp0112903	CG42229	CG42229-RA	CG42229-PA
FBgn0058354	FBtr0113873	FBpp0112596	CG40354	CG40354-RA	CG40354-PA
FBgn0058354	FBtr0113872	FBpp0112595	CG40354	CG40354-RB	CG40354-PB
FBgn0069977	FBtr0113897	FBpp0112620	CG40467	CG40467-RA	CG40467-PA
FBgn0058359	FBtr0113874	FBpp0112597	CG40359	CG40359-RA	CG40359-PA
FBgn0085730	FBtr0114179	FBpp0112902	CG42228	CG42228-RA	CG42228-PA
FBgn0085729	FBtr0114178	FBpp0112901	CG42227	CG42227-RA	CG42227-PA
FBgn0085728	FBtr0114177	FBpp0112900	CG42226	CG42226-RA	CG42226-PA
FBgn0085649	FBtr0114093	FBpp0112816	CG41430	CG41430-RA	CG41430-PA
FBgn0058413	FBtr0113888	FBpp0112611	CG40413	CG40413-RA	CG40413-PA
FBgn0085625	FBtr0114069	FBpp0112792	CG41343	CG41343-RA	CG41343-PA
FBgn0069922	FBtr0113999	FBpp0112722	CG41129	CG41129-RA	CG41129-PA
FBgn0040001	FBtr0113738	FBpp0112461	CG17374	CG17374-RA	CG17374-PA
FBgn0058178	FBtr0113817	FBpp0112540	CG40178	CG40178-RB	CG40178-PB
FBgn0058178	FBtr0113818	FBpp0112541	CG40178	CG40178-RA	CG40178-PA
FBgn0085598	FBtr0114042	FBpp0112765	CG41283	CG41283-RA	CG41283-PA
FBgn0085573	FBtr0114016	FBpp0112739	CG41247	CG41247-RA	CG41247-PA
FBgn0085612	FBtr0114056	FBpp0112779	CG41320	CG41320-RA	CG41320-PA
FBgn0058088	FBtr0113788	FBpp0112511	CG40088	CG40088-RA	CG40088-PA
FBgn0058160	FBtr0113814	FBpp0112537	CG40160	CG40160-RB	CG40160-PB
FBgn0058160	FBtr0113812	FBpp0112535	CG40160	CG40160-RC	CG40160-PC
FBgn0058160	FBtr0113813	FBpp0112536	CG40160	CG40160-RA	CG40160-PA
FBgn0085599	FBtr0114043	FBpp0112766	CG41284	CG41284-RA	CG41284-PA
FBgn0058382	FBtr0113879	FBpp0112602	CG40382	CG40382-RA	CG40382-PA
FBgn0058385	FBtr0113881	FBpp0112604	CG40385	CG40385-RA	CG40385-PA
FBgn0058381	FBtr0113878	FBpp0112601	CG40381	CG40381-RA	CG40381-PA
FBgn0058384	FBtr0113880	FBpp0112603	CG40384	CG40384-RA	CG40384-PA
FBgn0058120	FBtr0113800	FBpp0112523	CG40120	CG40120-RB	CG40120-PB
FBgn0058120	FBtr0113801	FBpp0112524	CG40120	CG40120-RA	CG40120-PA
FBgn0085717	FBtr0114166	FBpp0112889	CG41599	CG41599-RA	CG41599-PA
FBgn0085642	FBtr0114086	FBpp0112809	CG41418	CG41418-RA	CG41418-PA
FBgn0085568	FBtr0114011	FBpp0112734	CG41240	CG41240-RA	CG41240-PA
FBgn0085718	FBtr0114167	FBpp0112890	CG41600	CG41600-RA	CG41600-PA
FBgn0085567	FBtr0114010	FBpp0112733	CG41239	CG41239-RA	CG41239-PA
FBgn0085574	FBtr0114017	FBpp0112740	CG41248	CG41248-RA	CG41248-PA
FBgn0069962	FBtr0113976	FBpp0112699	CG41050	CG41050-RA	CG41050-PA
FBgn0069963	FBtr0113975	FBpp0112698	CG41049	CG41049-RA	CG41049-PA
FBgn0063670	FBtr0113841	FBpp0112564	CG40228	CG40228-RC	CG40228-PC
FBgn0063670	FBtr0113840	FBpp0112563	CG40228	CG40228-RB	CG40228-PB
FBgn0085661	FBtr0114106	FBpp0112829	CG41511	CG41511-RA	CG41511-PA
FBgn0085584	FBtr0114027	FBpp0112750	CG41262	CG41262-RA	CG41262-PA
FBgn0026057	FBtr0113746	FBpp0112469	CG17436	CG17436-RA	CG17436-PA
FBgn0058225	FBtr0113839	FBpp0112562	CG40225	CG40225-RA	CG40225-PA
FBgn0028697	FBtr0113742	FBpp0112465	CG17420	CG17420-RA	CG17420-PA
FBgn0028697	FBtr0113743	FBpp0112466	CG17420	CG17420-RB	CG17420-PB
FBgn0028697	FBtr0113741	FBpp0112464	CG17420	CG17420-RD	CG17420-PD
FBgn0028697	FBtr0113744	FBpp0112467	CG17420	CG17420-RC	CG17420-PC
FBgn0085591	FBtr0114035	FBpp0112758	CG41274	CG41274-RA	CG41274-PA
FBgn0024804	FBtr0113715	FBpp0112438	CG17023	CG17023-RB	CG17023-PB
FBgn0024804	FBtr0113714	FBpp0112437	CG17023	CG17023-RA	CG17023-PA
FBgn0024804	FBtr0113716	FBpp0112439	CG17023	CG17023-RC	CG17023-PC
FBgn0058337	FBtr0113864	FBpp0112587	CG40337	CG40337-RB	CG40337-PB
FBgn0058337	FBtr0113865	FBpp0112588	CG40337	CG40337-RA	CG40337-PA
FBgn0058336	FBtr0113863	FBpp0112586	CG40336	CG40336-RA	CG40336-PA
FBgn0037213	FBtr0078961	FBpp0078601	CG12581	CG12581-RB	CG12581-PB
FBgn0037213	FBtr0078962	FBpp0078602	CG12581	CG12581-RA	CG12581-PA
FBgn0000500	FBtr0078989	FBpp0078628	CG18090	CG18090-RA	CG18090-PA
FBgn0037215	FBtr0111225	FBpp0110511	CG12582	CG12582-RB	CG12582-PB
FBgn0037215	FBtr0078964	FBpp0078603	CG12582	CG12582-RA	CG12582-PA
FBgn0037217	FBtr0111206	FBpp0110558	CG14636	CG14636-RB	CG14636-PB
FBgn0037217	FBtr0078988	FBpp0078627	CG14636	CG14636-RA	CG14636-PA
FBgn0037218	FBtr0078965	FBpp0078604	CG1107	CG1107-RA	CG1107-PA
FBgn0037218	FBtr0078966	FBpp0078605	CG1107	CG1107-RB	CG1107-PB
FBgn0084021	FBtr0111224	FBpp0110591	CG41459	CG41459-RA	CG41459-PA
FBgn0051516	FBtr0078987	FBpp0078626	CG31516	CG31516-RA	CG31516-PA
FBgn0037219	FBtr0078986	FBpp0078625	CG18143	CG18143-RA	CG18143-PA
FBgn0037220	FBtr0078985	FBpp0078624	CG14641	CG14641-RA	CG14641-PA
FBgn0015331	FBtr0078967	FBpp0078606	CG14637	CG14637-RA	CG14637-PA
FBgn0010225	FBtr0078971	FBpp0078610	CG1106	CG1106-RA	CG1106-PA
FBgn0010225	FBtr0078968	FBpp0078607	CG1106	CG1106-RB	CG1106-PB
FBgn0010225	FBtr0078973	FBpp0078612	CG1106	CG1106-RF	CG1106-PF
FBgn0010225	FBtr0078972	FBpp0078611	CG1106	CG1106-RH	CG1106-PH
FBgn0010225	FBtr0078969	FBpp0078608	CG1106	CG1106-RD	CG1106-PD
FBgn0037222	FBtr0089687	FBpp0088629	CG14642	CG14642-RB	CG14642-PB
FBgn0037222	FBtr0089688	FBpp0088630	CG14642	CG14642-RA	CG14642-PA
FBgn0085334	FBtr0112501	FBpp0111414	CG34305	CG34305-RA	CG34305-PA
FBgn0037224	FBtr0078975	FBpp0078614	CG14639	CG14639-RA	CG14639-PA
FBgn0037225	FBtr0078982	FBpp0078621	CG14643	CG14643-RA	CG14643-PA
FBgn0037226	FBtr0078981	FBpp0078620	CG14644	CG14644-RA	CG14644-PA
FBgn0037227	FBtr0078976	FBpp0078615	CG14640	CG14640-RA	CG14640-PA
FBgn0041621	FBtr0078977	FBpp0078616	CG31519	CG31519-RA	CG31519-PA
FBgn0037228	FBtr0111222	FBpp0110501	CG1092	CG1092-RB	CG1092-PB
FBgn0037228	FBtr0078978	FBpp0078617	CG1092	CG1092-RA	CG1092-PA
FBgn0037229	FBtr0078980	FBpp0078619	CG9766	CG9766-RA	CG9766-PA
FBgn0037229	FBtr0113191	FBpp0112103	CG9766	CG9766-RC	CG9766-PC
FBgn0037229	FBtr0078979	FBpp0078618	CG9766	CG9766-RB	CG9766-PB
FBgn0041605	FBtr0100500	FBpp0099938	CG32490	CG32490-RK	CG32490-PK
FBgn0041605	FBtr0113339	FBpp0112251	CG32490	CG32490-RN	CG32490-PN
FBgn0041605	FBtr0078898	FBpp0078538	CG32490	CG32490-RI	CG32490-PI
FBgn0041605	FBtr0100499	FBpp0099936	CG32490	CG32490-RJ	CG32490-PJ
FBgn0041605	FBtr0078902	FBpp0078542	CG32490	CG32490-RE	CG32490-PE
FBgn0041605	FBtr0113341	FBpp0112253	CG32490	CG32490-RP	CG32490-PP
FBgn0041605	FBtr0113342	FBpp0112254	CG32490	CG32490-RQ	CG32490-PQ
FBgn0041605	FBtr0078899	FBpp0078539	CG32490	CG32490-RH	CG32490-PH
FBgn0041605	FBtr0078901	FBpp0078541	CG32490	CG32490-RA	CG32490-PA
FBgn0041605	FBtr0113340	FBpp0112252	CG32490	CG32490-RO	CG32490-PO
FBgn0041605	FBtr0078897	FBpp0078537	CG32490	CG32490-RG	CG32490-PG
FBgn0041605	FBtr0113343	FBpp0112255	CG32490	CG32490-RR	CG32490-PR
FBgn0041605	FBtr0078900	FBpp0078540	CG32490	CG32490-RC	CG32490-PC
FBgn0041605	FBtr0113338	FBpp0112250	CG32490	CG32490-RM	CG32490-PM
FBgn0041605	FBtr0113337	FBpp0112249	CG32490	CG32490-RL	CG32490-PL
FBgn0037230	FBtr0078959	FBpp0078599	CG9780	CG9780-RA	CG9780-PA
FBgn0037230	FBtr0078960	FBpp0078600	CG9780	CG9780-RB	CG9780-PB
FBgn0027930	FBtr0078903	FBpp0078543	CG1102	CG1102-RA	CG1102-PA
FBgn0037231	FBtr0078958	FBpp0078598	CG9779	CG9779-RA	CG9779-PA
FBgn0037232	FBtr0078904	FBpp0078544	CG9791	CG9791-RA	CG9791-PA
FBgn0037232	FBtr0111221	FBpp0110585	CG9791	CG9791-RB	CG9791-PB
FBgn0037233	FBtr0078957	FBpp0078597	CG9778	CG9778-RA	CG9778-PA
FBgn0037234	FBtr0078907	FBpp0078547	CG9795	CG9795-RA	CG9795-PA
