Ensembl Gene ID	Ensembl Transcript ID	Ensembl Protein ID	FlyBase cgid gene	FlyBase cgid transcript	FlyBase cgid protein
FBgn0037234	FBtr0100617	FBpp0100077	CG9795	CG9795-RD	CG9795-PD
FBgn0037234	FBtr0078906	FBpp0078546	CG9795	CG9795-RB	CG9795-PB
FBgn0037234	FBtr0078905	FBpp0078545	CG9795	CG9795-RC	CG9795-PC
FBgn0027866	FBtr0078956	FBpp0078596	CG9776	CG9776-RB	CG9776-PB
FBgn0027866	FBtr0078955	FBpp0078595	CG9776	CG9776-RA	CG9776-PA
FBgn0040687	FBtr0078908	FBpp0078548	CG14645	CG14645-RA	CG14645-PA
FBgn0037236	FBtr0078954	FBpp0078594	CG9772	CG9772-RC	CG9772-PC
FBgn0037236	FBtr0078952	FBpp0078592	CG9772	CG9772-RB	CG9772-PB
FBgn0037236	FBtr0111207	FBpp0110535	CG9772	CG9772-RD	CG9772-PD
FBgn0037236	FBtr0078953	FBpp0078593	CG9772	CG9772-RA	CG9772-PA
FBgn0037235	FBtr0078909	FBpp0078549	CG1103	CG1103-RA	CG1103-PA
FBgn0037235	FBtr0111220	FBpp0110463	CG1103	CG1103-RB	CG1103-PB
FBgn0001204	FBtr0078951	FBpp0078591	CG9768	CG9768-RA	CG9768-PA
FBgn0084022	FBtr0111219	FBpp0110526	CG41461	CG41461-RA	CG41461-PA
FBgn0084023	FBtr0111218	FBpp0110488	CG41462	CG41462-RA	CG41462-PA
FBgn0037238	FBtr0078912	FBpp0078552	CG1090	CG1090-RB	CG1090-PB
FBgn0037238	FBtr0078911	FBpp0078551	CG1090	CG1090-RA	CG1090-PA
FBgn0037239	FBtr0078915	FBpp0078555	CG11739	CG11739-RD	CG11739-PD
FBgn0037239	FBtr0078913	FBpp0078553	CG11739	CG11739-RC	CG11739-PC
FBgn0037239	FBtr0078916	FBpp0078556	CG11739	CG11739-RB	CG11739-PB
FBgn0037239	FBtr0078914	FBpp0078554	CG11739	CG11739-RA	CG11739-PA
FBgn0037240	FBtr0078917	FBpp0078557	CG1084	CG1084-RA	CG1084-PA
FBgn0003882	FBtr0078918	FBpp0078558	CG10520	CG10520-RA	CG10520-PA
FBgn0037241	FBtr0078919	FBpp0078559	CG14646	CG14646-RA	CG14646-PA
FBgn0086608	FBtr0110805	FBpp0110102	CG34112	CG34112-RA	CG34112-PA
FBgn0037242	FBtr0078950	FBpp0078590	CG9855	CG9855-RA	CG9855-PA
FBgn0086605	FBtr0113192	FBpp0112104	CG9853	CG9853-RB	CG9853-PB
FBgn0086605	FBtr0078949	FBpp0078589	CG9853	CG9853-RA	CG9853-PA
FBgn0037244	FBtr0078920	FBpp0078560	CG14647	CG14647-RA	CG14647-PA
FBgn0037245	FBtr0078922	FBpp0078562	CG14648	CG14648-RB	CG14648-PB
FBgn0037245	FBtr0078921	FBpp0078561	CG14648	CG14648-RA	CG14648-PA
FBgn0052944	FBtr0110851	FBpp0110148	CG32944	CG32944-RC	CG32944-PC
FBgn0052944	FBtr0078948	FBpp0078588	CG32944	CG32944-RB	CG32944-PB
FBgn0051528	FBtr0078923	FBpp0078563	CG31528	CG31528-RA	CG31528-PA
FBgn0084029	FBtr0111210	FBpp0110487	CG41468	CG41468-RA	CG41468-PA
FBgn0037248	FBtr0078946	FBpp0078586	CG9809	CG9809-RB	CG9809-PB
FBgn0037248	FBtr0078945	FBpp0078585	CG9809	CG9809-RA	CG9809-PA
FBgn0037248	FBtr0078947	FBpp0078587	CG9809	CG9809-RC	CG9809-PC
FBgn0051525	FBtr0078924	FBpp0078564	CG31525	CG31525-RA	CG31525-PA
FBgn0037249	FBtr0111110	FBpp0110402	CG9805	CG9805-RB	CG9805-PB
FBgn0037249	FBtr0078944	FBpp0078584	CG9805	CG9805-RA	CG9805-PA
FBgn0037250	FBtr0078925	FBpp0078565	CG1074	CG1074-RA	CG1074-PA
FBgn0037251	FBtr0078943	FBpp0078583	CG9804	CG9804-RA	CG9804-PA
FBgn0037252	FBtr0078926	FBpp0078566	CG14650	CG14650-RA	CG14650-PA
FBgn0051522	FBtr0078941	FBpp0078581	CG31522	CG31522-RD	CG31522-PD
FBgn0051522	FBtr0078940	FBpp0078580	CG31522	CG31522-RC	CG31522-PC
FBgn0051522	FBtr0078942	FBpp0078582	CG31522	CG31522-RA	CG31522-PA
FBgn0051522	FBtr0078939	FBpp0078579	CG31522	CG31522-RB	CG31522-PB
FBgn0084024	FBtr0111217	FBpp0110473	CG41463	CG41463-RA	CG41463-PA
FBgn0084025	FBtr0111216	FBpp0110446	CG41464	CG41464-RA	CG41464-PA
FBgn0084026	FBtr0111215	FBpp0110504	CG41465	CG41465-RA	CG41465-PA
FBgn0051523	FBtr0078938	FBpp0078578	CG31523	CG31523-RD	CG31523-PD
FBgn0051523	FBtr0078935	FBpp0078575	CG31523	CG31523-RC	CG31523-PC
FBgn0051523	FBtr0078936	FBpp0078576	CG31523	CG31523-RB	CG31523-PB
FBgn0051523	FBtr0078937	FBpp0078577	CG31523	CG31523-RA	CG31523-PA
FBgn0084027	FBtr0111214	FBpp0110583	CG41466	CG41466-RA	CG41466-PA
FBgn0037254	FBtr0078927	FBpp0078567	CG14651	CG14651-RA	CG14651-PA
FBgn0037255	FBtr0078928	FBpp0078568	CG1078	CG1078-RA	CG1078-PA
FBgn0085386	FBtr0112568	FBpp0111480	CG34357	CG34357-RB	CG34357-PB
FBgn0085386	FBtr0112567	FBpp0111479	CG34357	CG34357-RA	CG34357-PA
FBgn0085454	FBtr0112726	FBpp0111638	CG34425	CG34425-RA	CG34425-PA
FBgn0051526	FBtr0078929	FBpp0078569	CG31526	CG31526-RA	CG31526-PA
FBgn0051526	FBtr0111213	FBpp0110551	CG31526	CG31526-RB	CG31526-PB
FBgn0037260	FBtr0078930	FBpp0078570	CG12586	CG12586-RA	CG12586-PA
FBgn0084047	FBtr0111153	FBpp0110519	CG41516	CG41516-RA	CG41516-PA
FBgn0052945	FBtr0078896	FBpp0078536	CG32945	CG32945-RA	CG32945-PA
FBgn0040685	FBtr0078853	FBpp0078493	CG12587	CG12587-RA	CG12587-PA
FBgn0013743	FBtr0078854	FBpp0078494	CG1056	CG1056-RA	CG1056-PA
FBgn0013743	FBtr0078855	FBpp0078495	CG1056	CG1056-RB	CG1056-PB
FBgn0013743	FBtr0112871	FBpp0111784	CG1056	CG1056-RC	CG1056-PC
FBgn0037261	FBtr0078894	FBpp0078534	CG9775	CG9775-RA	CG9775-PA
FBgn0037261	FBtr0078895	FBpp0078535	CG9775	CG9775-RC	CG9775-PC
FBgn0037262	FBtr0078856	FBpp0078496	CG1057	CG1057-RA	CG1057-PA
FBgn0037262	FBtr0078857	FBpp0078497	CG1057	CG1057-RB	CG1057-PB
FBgn0037263	FBtr0078858	FBpp0078498	CG18271	CG18271-RA	CG18271-PA
FBgn0040466	FBtr0078893	FBpp0078533	CG9771	CG9771-RA	CG9771-PA
FBgn0022981	FBtr0078859	FBpp0078499	CG1058	CG1058-RA	CG1058-PA
FBgn0011341	FBtr0078860	FBpp0078500	CG1059	CG1059-RA	CG1059-PA
FBgn0037265	FBtr0078861	FBpp0078501	CG12001	CG12001-RA	CG12001-PA
FBgn0051531	FBtr0078862	FBpp0078502	CG31531	CG31531-RA	CG31531-PA
FBgn0051531	FBtr0078863	FBpp0078503	CG31531	CG31531-RB	CG31531-PB
FBgn0051531	FBtr0078864	FBpp0078504	CG31531	CG31531-RC	CG31531-PC
FBgn0053927	FBtr0091931	FBpp0091165	CG33927	CG33927-RA	CG33927-PA
FBgn0051534	FBtr0078865	FBpp0078505	CG31534	CG31534-RA	CG31534-PA
FBgn0051534	FBtr0078866	FBpp0078506	CG31534	CG31534-RB	CG31534-PB
FBgn0037270	FBtr0078892	FBpp0078532	CG9769	CG9769-RA	CG9769-PA
FBgn0027570	FBtr0078891	FBpp0078531	CG9761	CG9761-RA	CG9761-PA
FBgn0026620	FBtr0089955	FBpp0088894	CG9765	CG9765-RA	CG9765-PA
FBgn0026620	FBtr0089951	FBpp0088890	CG9765	CG9765-RF	CG9765-PF
FBgn0026620	FBtr0089953	FBpp0088892	CG9765	CG9765-RC	CG9765-PC
FBgn0026620	FBtr0089949	FBpp0088888	CG9765	CG9765-RE	CG9765-PE
FBgn0026620	FBtr0089952	FBpp0088891	CG9765	CG9765-RD	CG9765-PD
FBgn0026620	FBtr0089954	FBpp0088893	CG9765	CG9765-RB	CG9765-PB
FBgn0026620	FBtr0089950	FBpp0088889	CG9765	CG9765-RG	CG9765-PG
FBgn0051530	FBtr0078882	FBpp0078522	CG31530	CG31530-RA	CG31530-PA
FBgn0037273	FBtr0078883	FBpp0078523	CG14654	CG14654-RA	CG14654-PA
FBgn0010750	FBtr0078868	FBpp0078508	CG2503	CG2503-RA	CG2503-PA
FBgn0037275	FBtr0078881	FBpp0078521	CG14655	CG14655-RA	CG14655-PA
FBgn0037276	FBtr0078880	FBpp0078520	CG17387	CG17387-RA	CG17387-PA
FBgn0037277	FBtr0078879	FBpp0078519	CG17735	CG17735-RA	CG17735-PA
FBgn0037278	FBtr0078878	FBpp0078518	CG14656	CG14656-RA	CG14656-PA
FBgn0026417	FBtr0078876	FBpp0078516	CG2525	CG2525-RA	CG2525-PA
FBgn0037279	FBtr0078871	FBpp0078511	CG1129	CG1129-RA	CG1129-PA
FBgn0037279	FBtr0078870	FBpp0078510	CG1129	CG1129-RB	CG1129-PB
FBgn0037280	FBtr0078872	FBpp0078512	CG1126	CG1126-RA	CG1126-PA
FBgn0037282	FBtr0078875	FBpp0078515	CG14657	CG14657-RB	CG14657-PB
FBgn0037283	FBtr0078874	FBpp0078514	CG14658	CG14658-RA	CG14658-PA
FBgn0037284	FBtr0078873	FBpp0078513	CG14659	CG14659-RA	CG14659-PA
FBgn0003002	FBtr0078836	FBpp0078477	CG1133	CG1133-RA	CG1133-PA
FBgn0020280	FBtr0078852	FBpp0078492	CG14660	CG14660-RA	CG14660-PA
FBgn0004913	FBtr0100159	FBpp0099511	CG1119	CG1119-RB	CG1119-PB
FBgn0004913	FBtr0078837	FBpp0078478	CG1119	CG1119-RA	CG1119-PA
FBgn0051536	FBtr0078840	FBpp0078481	CG31536	CG31536-RC	CG31536-PC
FBgn0051536	FBtr0110958	FBpp0110258	CG31536	CG31536-RE	CG31536-PE
FBgn0085335	FBtr0112502	FBpp0111415	CG34306	CG34306-RA	CG34306-PA
FBgn0004436	FBtr0078849	FBpp0078490	CG2013	CG2013-RA	CG2013-PA
FBgn0037288	FBtr0078848	FBpp0078489	CG14661	CG14661-RA	CG14661-PA
FBgn0037289	FBtr0078847	FBpp0078488	CG2016	CG2016-RB	CG2016-PB
FBgn0037290	FBtr0078841	FBpp0078482	CG1124	CG1124-RA	CG1124-PA
FBgn0037291	FBtr0078846	FBpp0078487	CG14662	CG14662-RA	CG14662-PA
FBgn0037292	FBtr0078845	FBpp0078486	CG2022	CG2022-RA	CG2022-PA
FBgn0010313	FBtr0078844	FBpp0078485	CG2530	CG2530-RA	CG2530-PA
FBgn0037293	FBtr0078842	FBpp0078483	CG12007	CG12007-RA	CG12007-PA
FBgn0040684	FBtr0078843	FBpp0078484	CG12589	CG12589-RA	CG12589-PA
FBgn0037295	FBtr0110950	FBpp0110250	CG12591	CG12591-RB	CG12591-PB
FBgn0037295	FBtr0078772	FBpp0078419	CG12591	CG12591-RA	CG12591-PA
FBgn0037294	FBtr0078773	FBpp0078420	CG12590	CG12590-RA	CG12590-PA
FBgn0000340	FBtr0078832	FBpp0078474	CG2534	CG2534-RA	CG2534-PA
FBgn0000340	FBtr0078833	FBpp0078475	CG2534	CG2534-RB	CG2534-PB
FBgn0051537	FBtr0078835	FBpp0078476	CG31537	CG31537-RA	CG31537-PA
FBgn0037296	FBtr0078831	FBpp0078473	CG12161	CG12161-RA	CG12161-PA
FBgn0037297	FBtr0078775	FBpp0078422	CG1116	CG1116-RA	CG1116-PA
FBgn0037297	FBtr0078774	FBpp0078421	CG1116	CG1116-RB	CG1116-PB
FBgn0037297	FBtr0078776	FBpp0078423	CG1116	CG1116-RC	CG1116-PC
FBgn0037298	FBtr0078829	FBpp0078471	CG2604	CG2604-RC	CG2604-PC
FBgn0037298	FBtr0078828	FBpp0078470	CG2604	CG2604-RA	CG2604-PA
FBgn0037298	FBtr0078830	FBpp0078472	CG2604	CG2604-RB	CG2604-PB
FBgn0037299	FBtr0078777	FBpp0078424	CG1115	CG1115-RA	CG1115-PA
FBgn0040208	FBtr0078827	FBpp0078469	CG10229	CG10229-RA	CG10229-PA
FBgn0037301	FBtr0078778	FBpp0078425	CG12005	CG12005-RB	CG12005-PB
FBgn0037302	FBtr0078826	FBpp0078468	CG10233	CG10233-RB	CG10233-PB
FBgn0037302	FBtr0078825	FBpp0078467	CG10233	CG10233-RA	CG10233-PA
FBgn0037303	FBtr0078823	FBpp0078465	CG12163	CG12163-RA	CG12163-PA
FBgn0037303	FBtr0078822	FBpp0078464	CG12163	CG12163-RB	CG12163-PB
FBgn0053293	FBtr0078824	FBpp0078466	CG33293	CG33293-RA	CG33293-PA
FBgn0037304	FBtr0078779	FBpp0078426	CG1113	CG1113-RA	CG1113-PA
FBgn0037305	FBtr0078821	FBpp0078463	CG12173	CG12173-RA	CG12173-PA
FBgn0086689	FBtr0078782	FBpp0078429	CG31543	CG31543-RB	CG31543-PB
FBgn0086689	FBtr0078781	FBpp0078428	CG31543	CG31543-RA	CG31543-PA
FBgn0086689	FBtr0078780	FBpp0078427	CG31543	CG31543-RC	CG31543-PC
FBgn0037307	FBtr0078820	FBpp0078462	CG14666	CG14666-RA	CG14666-PA
FBgn0013576	FBtr0078811	FBpp0078454	CG32464	CG32464-RJ	CG32464-PJ
FBgn0013576	FBtr0078817	FBpp0078460	CG32464	CG32464-RA	CG32464-PA
FBgn0013576	FBtr0078814	FBpp0078457	CG32464	CG32464-RI	CG32464-PI
FBgn0013576	FBtr0110932	FBpp0110232	CG32464	CG32464-RO	CG32464-PO
FBgn0013576	FBtr0078813	FBpp0078456	CG32464	CG32464-RF	CG32464-PF
FBgn0013576	FBtr0100197	FBpp0099567	CG32464	CG32464-RM	CG32464-PM
FBgn0013576	FBtr0078812	FBpp0078455	CG32464	CG32464-RK	CG32464-PK
FBgn0013576	FBtr0078818	FBpp0089229	CG32464	CG32464-RG	CG32464-PG
FBgn0013576	FBtr0078816	FBpp0078459	CG32464	CG32464-RH	CG32464-PH
FBgn0013576	FBtr0078808	FBpp0078451	CG32464	CG32464-RD	CG32464-PD
FBgn0013576	FBtr0110933	FBpp0110233	CG32464	CG32464-RP	CG32464-PP
FBgn0013576	FBtr0078815	FBpp0078458	CG32464	CG32464-RC	CG32464-PC
FBgn0013576	FBtr0078809	FBpp0078452	CG32464	CG32464-RL	CG32464-PL
FBgn0013576	FBtr0078810	FBpp0078453	CG32464	CG32464-RB	CG32464-PB
FBgn0013576	FBtr0100199	FBpp0099569	CG32464	CG32464-RN	CG32464-PN
FBgn0051538	FBtr0078819	FBpp0078461	CG31538	CG31538-RA	CG31538-PA
FBgn0037310	FBtr0078784	FBpp0078430	CG1158	CG1158-RA	CG1158-PA
FBgn0037312	FBtr0078807	FBpp0078450	CG11999	CG11999-RA	CG11999-PA
FBgn0037313	FBtr0100434	FBpp0099853	CG1161	CG1161-RB	CG1161-PB
FBgn0037313	FBtr0078785	FBpp0078431	CG1161	CG1161-RA	CG1161-PA
FBgn0037314	FBtr0078805	FBpp0078448	CG12000	CG12000-RA	CG12000-PA
FBgn0037314	FBtr0078806	FBpp0078449	CG12000	CG12000-RB	CG12000-PB
FBgn0037315	FBtr0078804	FBpp0078447	CG16708	CG16708-RB	CG16708-PB
FBgn0037315	FBtr0078803	FBpp0078446	CG16708	CG16708-RA	CG16708-PA
FBgn0051542	FBtr0078786	FBpp0078432	CG31542	CG31542-RA	CG31542-PA
FBgn0085306	FBtr0112472	FBpp0111386	CG34277	CG34277-RA	CG34277-PA
FBgn0003275	FBtr0078787	FBpp0078433	CG1163	CG1163-RA	CG1163-PA
FBgn0086695	FBtr0078802	FBpp0078445	CG2669	CG2669-RA	CG2669-PA
FBgn0037317	FBtr0078788	FBpp0078434	CG14667	CG14667-RA	CG14667-PA
FBgn0037317	FBtr0100433	FBpp0099852	CG14667	CG14667-RB	CG14667-PB
FBgn0041707	FBtr0078789	FBpp0078435	CG1168	CG1168-RA	CG1168-PA
FBgn0041707	FBtr0100112	FBpp0100150	CG1168	CG1168-RB	CG1168-PB
FBgn0001311	FBtr0078798	FBpp0078442	CG2666	CG2666-RA	CG2666-PA
FBgn0001311	FBtr0078800	FBpp0089164	CG2666	CG2666-RC	CG2666-PC
FBgn0001311	FBtr0078799	FBpp0078443	CG2666	CG2666-RB	CG2666-PB
FBgn0037320	FBtr0078801	FBpp0078444	CG14668	CG14668-RA	CG14668-PA
FBgn0037321	FBtr0078792	FBpp0078436	CG1172	CG1172-RA	CG1172-PA
FBgn0037322	FBtr0078797	FBpp0078441	CG10612	CG10612-RA	CG10612-PA
FBgn0037323	FBtr0078795	FBpp0078439	CG2663	CG2663-RA	CG2663-PA
FBgn0037323	FBtr0078796	FBpp0078440	CG2663	CG2663-RB	CG2663-PB
FBgn0037324	FBtr0113193	FBpp0112105	CG10609	CG10609-RB	CG10609-PB
FBgn0037324	FBtr0078794	FBpp0078438	CG10609	CG10609-RA	CG10609-PA
FBgn0037326	FBtr0078679	FBpp0078328	CG14669	CG14669-RA	CG14669-PA
FBgn0037325	FBtr0078793	FBpp0078437	CG12147	CG12147-RA	CG12147-PA
FBgn0037327	FBtr0078770	FBpp0078417	CG2087	CG2087-RA	CG2087-PA
FBgn0037328	FBtr0078769	FBpp0078416	CG2099	CG2099-RA	CG2099-PA
FBgn0037329	FBtr0078681	FBpp0078330	CG12162	CG12162-RB	CG12162-PB
FBgn0037329	FBtr0078680	FBpp0078329	CG12162	CG12162-RA	CG12162-PA
FBgn0037330	FBtr0078768	FBpp0078415	CG2109	CG2109-RA	CG2109-PA
FBgn0011715	FBtr0078682	FBpp0078331	CG1064	CG1064-RA	CG1064-PA
FBgn0025825	FBtr0078767	FBpp0078414	CG2128	CG2128-RA	CG2128-PA
FBgn0037332	FBtr0078683	FBpp0078332	CG14670	CG14670-RA	CG14670-PA
FBgn0015402	FBtr0078766	FBpp0078413	CG2899	CG2899-RA	CG2899-PA
FBgn0051550	FBtr0078685	FBpp0078334	CG31550	CG31550-RA	CG31550-PA
FBgn0051550	FBtr0113409	FBpp0112321	CG31550	CG31550-RC	CG31550-PC
FBgn0051550	FBtr0078684	FBpp0078333	CG31550	CG31550-RB	CG31550-PB
FBgn0051547	FBtr0078765	FBpp0078412	CG31547	CG31547-RA	CG31547-PA
FBgn0051547	FBtr0078764	FBpp0078411	CG31547	CG31547-RB	CG31547-PB
FBgn0010399	FBtr0078763	FBpp0078410	CG2902	CG2902-RA	CG2902-PA
FBgn0010051	FBtr0078687	FBpp0078336	CG1063	CG1063-RB	CG1063-PB
FBgn0010051	FBtr0078686	FBpp0078335	CG1063	CG1063-RA	CG1063-PA
FBgn0037336	FBtr0078761	FBpp0078408	CG2519	CG2519-RA	CG2519-PA
FBgn0037336	FBtr0078762	FBpp0078409	CG2519	CG2519-RB	CG2519-PB
FBgn0014342	FBtr0089313	FBpp0088355	CG10390	CG10390-RA	CG10390-PA
FBgn0086768	FBtr0078758	FBpp0078405	CG2152	CG2152-RA	CG2152-PA
FBgn0037338	FBtr0078688	FBpp0078337	CG10018	CG10018-RA	CG10018-PA
FBgn0037339	FBtr0078756	FBpp0089178	CG2929	CG2929-RA	CG2929-PA
FBgn0037339	FBtr0078755	FBpp0078404	CG2929	CG2929-RB	CG2929-PB
FBgn0037339	FBtr0078757	FBpp0089179	CG2929	CG2929-RC	CG2929-PC
FBgn0037340	FBtr0078754	FBpp0078403	CG14671	CG14671-RA	CG14671-PA
FBgn0037341	FBtr0078690	FBpp0078339	CG12746	CG12746-RA	CG12746-PA
FBgn0037341	FBtr0078692	FBpp0078341	CG12746	CG12746-RD	CG12746-PD
FBgn0037341	FBtr0078689	FBpp0078338	CG12746	CG12746-RB	CG12746-PB
FBgn0037341	FBtr0078691	FBpp0078340	CG12746	CG12746-RC	CG12746-PC
FBgn0037342	FBtr0078753	FBpp0078402	CG2931	CG2931-RA	CG2931-PA
FBgn0041191	FBtr0078693	FBpp0078342	CG1081	CG1081-RA	CG1081-PA
FBgn0041191	FBtr0078694	FBpp0078343	CG1081	CG1081-RB	CG1081-PB
FBgn0023023	FBtr0114453	FBpp0112945	CG1411	CG1411-RE	CG1411-PE
FBgn0023023	FBtr0089685	FBpp0088627	CG1411	CG1411-RB	CG1411-PB
FBgn0023023	FBtr0089684	FBpp0088626	CG1411	CG1411-RC	CG1411-PC
FBgn0023023	FBtr0089686	FBpp0088628	CG1411	CG1411-RA	CG1411-PA
FBgn0037344	FBtr0078752	FBpp0078401	CG2926	CG2926-RA	CG2926-PA
FBgn0037345	FBtr0078699	FBpp0078348	CG2948	CG2948-RA	CG2948-PA
FBgn0014366	FBtr0078751	FBpp0078400	CG2925	CG2925-RA	CG2925-PA
FBgn0015324	FBtr0078701	FBpp0078350	CG1088	CG1088-RA	CG1088-PA
FBgn0015324	FBtr0078700	FBpp0078349	CG1088	CG1088-RB	CG1088-PB
FBgn0037346	FBtr0078750	FBpp0078399	CG2922	CG2922-RE	CG2922-PE
FBgn0037346	FBtr0078748	FBpp0078397	CG2922	CG2922-RD	CG2922-PD
FBgn0037346	FBtr0078744	FBpp0078393	CG2922	CG2922-RA	CG2922-PA
FBgn0037346	FBtr0078747	FBpp0078396	CG2922	CG2922-RF	CG2922-PF
FBgn0037346	FBtr0078749	FBpp0078398	CG2922	CG2922-RB	CG2922-PB
FBgn0037346	FBtr0078746	FBpp0078395	CG2922	CG2922-RC	CG2922-PC
FBgn0037346	FBtr0078745	FBpp0078394	CG2922	CG2922-RG	CG2922-PG
FBgn0037347	FBtr0078702	FBpp0078351	CG1427	CG1427-RA	CG1427-PA
FBgn0037347	FBtr0078703	FBpp0078352	CG1427	CG1427-RB	CG1427-PB
FBgn0037348	FBtr0078743	FBpp0078392	CG2919	CG2919-RA	CG2919-PA
FBgn0017550	FBtr0078741	FBpp0078390	CG2161	CG2161-RA	CG2161-PA
FBgn0017550	FBtr0078742	FBpp0078391	CG2161	CG2161-RB	CG2161-PB
FBgn0019637	FBtr0078704	FBpp0078353	CG1433	CG1433-RA	CG1433-PA
FBgn0044823	FBtr0078739	FBpp0078388	CG14672	CG14672-RA	CG14672-PA
FBgn0037350	FBtr0113194	FBpp0112106	CG2911	CG2911-RB	CG2911-PB
FBgn0037350	FBtr0078740	FBpp0078389	CG2911	CG2911-RA	CG2911-PA
FBgn0037351	FBtr0078705	FBpp0078354	CG1475	CG1475-RB	CG1475-PB
FBgn0037352	FBtr0078738	FBpp0078387	CG14673	CG14673-RA	CG14673-PA
FBgn0051551	FBtr0078706	FBpp0078355	CG31551	CG31551-RA	CG31551-PA
FBgn0051549	FBtr0078707	FBpp0078356	CG31549	CG31549-RA	CG31549-PA
FBgn0037354	FBtr0078708	FBpp0078357	CG12171	CG12171-RA	CG12171-PA
FBgn0051546	FBtr0078737	FBpp0078386	CG31546	CG31546-RA	CG31546-PA
FBgn0051548	FBtr0078736	FBpp0078385	CG31548	CG31548-RA	CG31548-PA
FBgn0037356	FBtr0078709	FBpp0078358	CG12170	CG12170-RA	CG12170-PA
FBgn0027951	FBtr0078734	FBpp0078383	CG2244	CG2244-RB	CG2244-PB
FBgn0027951	FBtr0078733	FBpp0078382	CG2244	CG2244-RA	CG2244-PA
FBgn0037357	FBtr0078710	FBpp0078359	CG1250	CG1250-RB	CG1250-PB
FBgn0037357	FBtr0078711	FBpp0078360	CG1250	CG1250-RA	CG1250-PA
FBgn0037358	FBtr0078732	FBpp0078381	CG2185	CG2185-RA	CG2185-PA
FBgn0037359	FBtr0078712	FBpp0078361	CG1245	CG1245-RA	CG1245-PA
FBgn0037360	FBtr0078730	FBpp0078379	CG2182	CG2182-RA	CG2182-PA
FBgn0037360	FBtr0078731	FBpp0078380	CG2182	CG2182-RB	CG2182-PB
FBgn0046222	FBtr0078713	FBpp0078362	CG1109	CG1109-RA	CG1109-PA
FBgn0046222	FBtr0078714	FBpp0078363	CG1109	CG1109-RB	CG1109-PB
FBgn0010772	FBtr0078729	FBpp0078378	CG2179	CG2179-RB	CG2179-PB
FBgn0010772	FBtr0078728	FBpp0078377	CG2179	CG2179-RA	CG2179-PA
FBgn0037363	FBtr0078715	FBpp0078364	CG1347	CG1347-RA	CG1347-PA
FBgn0037363	FBtr0078716	FBpp0078365	CG1347	CG1347-RB	CG1347-PB
FBgn0037364	FBtr0078727	FBpp0078376	CG2108	CG2108-RA	CG2108-PA
FBgn0083958	FBtr0110829	FBpp0110126	CG34122	CG34122-RA	CG34122-PA
FBgn0037365	FBtr0078726	FBpp0078375	CG2104	CG2104-RA	CG2104-PA
FBgn0037366	FBtr0078717	FBpp0078366	CG14674	CG14674-RA	CG14674-PA
FBgn0004879	FBtr0078718	FBpp0078367	CG1093	CG1093-RA	CG1093-PA
FBgn0004879	FBtr0078719	FBpp0078368	CG1093	CG1093-RB	CG1093-PB
FBgn0004878	FBtr0078725	FBpp0078374	CG2102	CG2102-RA	CG2102-PA
FBgn0037368	FBtr0078720	FBpp0078369	CG1239	CG1239-RA	CG1239-PA
FBgn0037369	FBtr0078724	FBpp0078373	CG2100	CG2100-RA	CG2100-PA
FBgn0037370	FBtr0078721	FBpp0078370	CG1236	CG1236-RA	CG1236-PA
FBgn0037371	FBtr0078723	FBpp0078372	CG2097	CG2097-RA	CG2097-PA
FBgn0027497	FBtr0078722	FBpp0078371	CG1098	CG1098-RA	CG1098-PA
FBgn0037372	FBtr0078678	FBpp0078327	CG2091	CG2091-RA	CG2091-PA
FBgn0086685	FBtr0078677	FBpp0078326	CG2095	CG2095-RA	CG2095-PA
FBgn0027608	FBtr0078675	FBpp0078324	CG2082	CG2082-RA	CG2082-PA
FBgn0027608	FBtr0078673	FBpp0078322	CG2082	CG2082-RE	CG2082-PE
FBgn0027608	FBtr0078676	FBpp0078325	CG2082	CG2082-RD	CG2082-PD
FBgn0027608	FBtr0078674	FBpp0078323	CG2082	CG2082-RB	CG2082-PB
FBgn0027608	FBtr0078672	FBpp0078321	CG2082	CG2082-RC	CG2082-PC
FBgn0037374	FBtr0078624	FBpp0078273	CG10978	CG10978-RB	CG10978-PB
FBgn0037374	FBtr0078626	FBpp0078275	CG10978	CG10978-RC	CG10978-PC
FBgn0037374	FBtr0078625	FBpp0078274	CG10978	CG10978-RA	CG10978-PA
FBgn0037375	FBtr0078628	FBpp0078277	CG1193	CG1193-RB	CG1193-PB
FBgn0037375	FBtr0078627	FBpp0078276	CG1193	CG1193-RA	CG1193-PA
FBgn0037376	FBtr0078671	FBpp0078320	CG2051	CG2051-RC	CG2051-PC
FBgn0037376	FBtr0078670	FBpp0078319	CG2051	CG2051-RA	CG2051-PA
FBgn0037376	FBtr0078669	FBpp0078318	CG2051	CG2051-RB	CG2051-PB
FBgn0028690	FBtr0078629	FBpp0078278	CG1100	CG1100-RA	CG1100-PA
FBgn0037377	FBtr0078630	FBpp0078279	CG1218	CG1218-RA	CG1218-PA
FBgn0037378	FBtr0078668	FBpp0078317	CG2046	CG2046-RA	CG2046-PA
FBgn0037379	FBtr0078631	FBpp0078280	CG10979	CG10979-RA	CG10979-PA
FBgn0037380	FBtr0113195	FBpp0112107	CG11000	CG11000-RB	CG11000-PB
FBgn0051555	FBtr0078633	FBpp0078282	CG31555	CG31555-RA	CG31555-PA
FBgn0037381	FBtr0078635	FBpp0078284	CG10999	CG10999-RB	CG10999-PB
